Dam Name,Other Names,NID ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Inspection Frequency,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,Has Photo?,damid,LegacyNumb,DCR_Watershed_SqMi,SVI_TotalPop_InZone,SVI_Pop_POV150,SVI_Pop_AGE65,SVI_Pop_DISABL,SVI_Pop_NOVEH,DCR_EP_Status,Inspection_Date_Final,Condition_Final,Hazard_Final,In Fathom 100yr Flood Zone,In Fathom 500yr Flood Zone,D1_Hazard_Score,Needs_Hazard_Classification,D2_Flood_Score,D3_Watershed_Score,D4_Impact_Score,D5_DataQuality_Score,Triage_Score,Priority_Band
Buffalo Creek Dam # 2,Stockton Lake,VA147006,VA147006,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147006,37.2402,-78.5581,Prince Edward,Farmville,10.3,Locket Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Rock,35,,,35,25-50 feet,730,,,Undetermined,1537,1537,99,23,4.6,5504,Uncontrolled,125,Uncontrolled0;Uncontrolled0,12/4/2022,6,Yes,7/26/2016,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1573,14706,4.52812576,3492,1057,545,594,5,Archive,3/28/2024 0:00,Fair,Low,0,0,41.67,0,0,88.59,77.16,34,51.4,High
Bush River Dam # 7,Hobgood Lake,VA147036,VA147036,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,A. Morton Thomas & Associates Inc.;USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147036,37.1212,-78.4212,Prince Edward,Burkeville,12.8,Bush River,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,44,,,44,25-50 feet,1280,,,Undetermined,3570,3570,288,52,9.71,,,,,12/4/2022,1,Yes,8/30/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1603,14736,9.63174438,3312,840,574,439,45,Approved,3/20/2025 0:00,Fair,High,0,0,83.65,0,0,93.91,80.63,34.5,63.97,High
Swiss Dixie Dam,,VA007003,VA007003,"R & J Investments, L.C.",Private,Private,0,No,USDA NRCS,Recreation,Recreation,Virginia,7003,37.3126,-77.9615,Amelia,Blackstone,16,UT of Beaver Pond Creek approximately 500 ft. upstream of confluence with Beaver Pond Creek;,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Earth,Soil,23,23,23,23,Less than 25 feet,500,,,Undetermined,363,363,110,20.1,0.47,,Uncontrolled,21,Uncontrolled0;Uncontrolled0,12/4/2022,6,Yes,1/11/2008,https://damsafety.org/virginia,Not Applicable,6/18/2022,No,No,1942,703,0.470789671,5897,1080,1372,1028,47,Archive,3/17/2014 0:00,Satisfactory,Low,1,1,38.54,0,75,52.15,86.88,50.5,60.1,High
Great Neck Lake Dam,City No. 49;Great Neck Lake,VA810004,VA810004,"City of Virginia Beach, Department of Public Works, Stormwater Division",Local Government,Local Government,0,No,,Flood Risk Reduction,Flood Risk Reduction,Virginia,810004,36.8768,-76.0524,Virginia Beach,Virginia Beach,4.6,Wolfsnare Creek Lynnhaven River Eastern Branch,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,6,6,6,6,Less than 25 feet,363,,,Undetermined,249,249,195,34.8,0.46,,Uncontrolled,25,Uncontrolled0;Uncontrolled0,12/4/2022,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,No,,,0.039787881,,,,,,,2/12/2010,Not Rated,Unknown,1,1,43.53,1,75,6.38,0,84.25,35.9,Moderate
Great Creek Dam # 6a,County Park At Great Creek;Great Creek Reservoir;Great Creek Watershed Lake,VA025007,VA025007,County of Brunswick,Local Government,Local Government,0,No,USDA NRCS,Flood Risk Reduction,Flood Risk Reduction;Recreation;Water Supply,Virginia,25007,36.7765,-77.8921,Brunswick,Lawrenceville,2.72,Great Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,67,67,67,67,51-100 feet,1530,,1989,1980-1989,29632,29632,2317.55,238.34,41.06,35266,Uncontrolled,160,Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,12/9/2010,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,260,2507,41.2336922,4316,1627,670,564,252,Archive,1/27/2025 0:00,Fair,High,0,0,87.53,0,0,98.6,88.09,32.5,67.4,High
Lake Smith Dam,City No. 2;Lake Smith,VA810005,VA810005,Norfolk Department of Utilities,Local Government,Local Government,0,No,"Gannett Fleming, Inc.;Gannett Fleming, Inc.;URS Corporation",Water Supply,Water Supply;Recreation,Virginia,810005,36.8932,-76.1631,Virginia Beach,Norfolk,7.1,Direct to Little Creek Reservoir,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,15,15,15,15,Less than 25 feet,800,,,Undetermined,1385,1385,906,193,5.89,,Uncontrolled,10,Uncontrolled0;Uncontrolled0,7/6/2023,1,Yes,6/26/2012,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/26/2022,No,No,,,0.039787881,,,,,,,3/29/2023,Fair,High,0,0,78.59,0,0,6.38,0,48,26.04,Moderate
Stumpy Lake Dam,City No. 24;Stumpy Lake,VA810003,VA810003,"City of Virginia Beach, Department of Public Utilities;City of Virginia Beach, Department of Public Utilities",Local Government;Public Utility,Local Government,0,No,,Recreation,Recreation;Water Supply;Flood Risk Reduction,Virginia,810003,36.7571,-76.1438,Chesapeake,Virginia Beach,11.2,"North Landing River, Gum Swamp Intercoastal Waterway","Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,10,10,10,10,Less than 25 feet,2400,,,Undetermined,5700,5700,731,344,10.2,,Uncontrolled,100,Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,4/6/2018,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/26/2022,No,No,,,0.039787881,,,,,,,12/14/2021,Not Rated,Significant,1,1,58.85,0,75,6.38,0,48.25,36.13,Moderate
Bush River Dam # 2,Rice Creek Lake,VA147034,VA147034,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147034,37.191,-78.4022,Prince Edward,Farmville,7.73,Rice Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Rock;Soil,49,,,49,25-50 feet,600,,,Undetermined,2245,2245,144,24,3.84,,Uncontrolled,100,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,7/1/2016,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1601,14734,3.88015604,3312,840,574,439,45,Archive,3/11/2025 0:00,Fair,High,0,0,83.56,0,0,86.96,80.63,26.5,61.41,High
Dardens Dam,Darden/Newsoms Mill Pond;Dardens Millpond;Newsoms Mill Pond;Newsoms Pond,VA175003,VA175003,"Newsoms Mill Pond, Inc.;Newsoms Mill Pond, Inc.",Private,Private,0,No,"Commonwealth Engineering Group, Ltd.",Irrigation,Irrigation;Recreation,Virginia,175003,36.6544,-77.1152,Southampton,Newsoms,2.1,Mill Swamp,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,10,10,10,10,Less than 25 feet,1500,,,Undetermined,800,800,600,72,11.17,,Uncontrolled,150,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,,Not Required,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,No,2489,17503,11.3400307,3167,481,622,539,122,Development,2/14/2020,Not Rated,"Significant, Prelim",1,1,56.74,0,75,94.8,81.88,60.75,75.34,Critical
Greene County Reservoir Dam,White Run Pumped Storage Reservoir;White Run Reservoir;White Run Reservoir Water Impoundment,VA079020,VA079020,Greene County,Local Government,Local Government,,No,"WW Associates, Inc.",Water Supply,Water Supply,Virginia,79020,38.2698,-78.3709,Greene,Stanardsville,4.18,Unnamed tributary to White Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,,,73,73,73,73,51-100 feet,1600,,,Undetermined,3322,3322,2487,126,0.85,3781,Uncontrolled,100,Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,10/13/2020,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,No,,,0.039787881,,,,,,,,Not Rated,High,1,1,85.51,0,75,6.38,0,58.25,43.8,Moderate
Poplar Hill Dam,Manor Golf Club Dam;Poplar Hill Golf Course Dam;Poplar Hill Irrrigation Reservoir and Dam,VA147042,VA147042,The Manor Golf Club,Private,Private,0,No,,Irrigation,Irrigation;Recreation;Flood Risk Reduction,Virginia,147042,37.2494,-78.4004,Prince Edward,Farmville,3.7,Unnamed tributary to Briery Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Earth,Rock;Soil,32,32,32,32,25-50 feet,500,,,Undetermined,221.3,221.3,79.7,11.1,0.49,1318.5,Uncontrolled,50,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,6,Yes,9/30/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1609,14742,0.094555177,3133,681,555,403,19,Approved,6/17/2021 0:00,Fair,Low,1,1,39.25,0,75,19.17,77.7,42,49.35,Moderate
Chesapeake Energy Center Bottom Ash and Sediment Pond Dam,,VA550002,VA550002,"Columbia Gas Transmission, LLC;Virginia Electric and Power Company",Private;Public Utility,Private,0,No,"Golder Associates;Golder Associates, Inc.;Mott McDonald;Schnabel Engineering, LLC",Other,Other,Virginia,550002,36.762,-76.3039,Chesapeake,Norfolk,5.9,Deep Creek,"Virginia, Congressional District 03",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,20,20,20,20,Less than 25 feet,8400,,1955,1950-1959,53.28,53.28,2.06,3.5,0.06,,Uncontrolled,10,Uncontrolled0;Uncontrolled0,12/4/2022,1,Yes,11/14/2018,https://damsafety.org/virginia,Normal Operations,7/7/2022,No,No,,,0.039787881,,,,,,,4/5/2022,Satisfactory,High,0,0,76.17,0,0,6.38,0,26.5,23.29,Low
Buffalo Creek Dam # 6,Bell Lake,VA147008,VA147008,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147008,37.1701,-78.5823,Prince Edward,Keysville,10.5,Browns Branch of Buffalo Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Unlisted/Unknown,38,,,38,25-50 feet,746,,,Undetermined,1373,1373,100,19.1,2.3,,Uncontrolled,125,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,8/30/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1575,14708,4.58187532,3476,357,466,445,58,Archive,3/20/2024 0:00,Fair,Significant,0,0,62.26,0,0,88.67,78.8,42,57.69,High
Buffalo Creek Dam # 8,Carey Creek Lake;Lake Abilene,VA147010,VA147010,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147010,37.1728,-78.5421,Prince Edward,Keysville,9.5,Carey Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,38,,,38,25-50 feet,684,,,Undetermined,619,619,68,20,2.29,,,,,12/4/2022,3,Yes,8/30/2016,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1577,14710,2.27709889,3476,357,466,445,58,Approved,2/28/2024 0:00,Fair,Significant,1,1,61.41,0,75,80.4,78.8,34,69.61,High
Kingston Lake Dam,City No. 54;Kings Lake;Kingston Lake,VA810002,VA810002,"City of Virginia Beach, Department of Public Works",Local Government,Local Government,0,No,Moffatt & Nichol,Flood Risk Reduction,Flood Risk Reduction;Recreation,Virginia,810002,36.8669,-76.0966,Virginia Beach,Norfolk,10.8,Wolfsnare Creek to Lynnhaven River Hebden Cove to Lynnhaven River Western Branch,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Earth;Unlisted/Unknown,Unlisted/Unknown,8,8,8,8,Less than 25 feet,200,,,Undetermined,71.7,71.7,55.4,8,0.14,,Uncontrolled,0,Uncontrolled0;Uncontrolled0,12/4/2022,6,Yes,10/1/2013,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/26/2022,No,No,,,0.039787881,,,,,,,2/18/2013,Poor,Low,1,1,32.98,0,75,6.38,0,70.5,31.89,Moderate
Buffalo Creek Dam # 5,Buffalo Creek Lake,VA147007,VA147007,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147007,37.1794,-78.5692,Prince Edward,Farmville,13.1,Morris Branch of Buffalo Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Unlisted/Unknown,37,37,37,37,25-50 feet,790,,,Undetermined,1350,1350,102,20,3.66,4950,Uncontrolled,125,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,8/30/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1574,14707,3.67136741,3476,357,466,445,58,Archive,3/20/2024 0:00,Fair,Significant,0,0,62.14,0,0,86.22,78.8,42,57.05,High
Va Truck and Experimental Station Dam (Esarec),Es-Arec Farm Pond,VA001002,VA001002,Eastern Shore Agricultural Research and Extension Center;Virginia Tech Eastern Shore Agricultural Research and Extension Center,State,State,0,No,USDA NRCS,Other,Other;Irrigation;Fish and Wildlife Pond;Recreation,Virginia,1002,37.5835,-75.8196,Accomack,Painter,2,Occohannock Creek,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,10,10,10,10,Less than 25 feet,875,,,Undetermined,195,195,52,14.5,2.24,,Uncontrolled,20,Uncontrolled0;Uncontrolled0,12/4/2022,,No,,https://damsafety.org/virginia,Normal Operations,7/28/2022,No,No,,,0.039787881,,,,,,,7/11/2022,Not Rated,Unknown,1,1,45.03,1,75,6.38,0,66.25,34.48,Moderate
Lake Kilby Water Treatment Plant Sludge Lagoon Dam,Residuals Lagoon,VA800023,VA800023,"City of Portsmouth, Department of Public Utilities",Local Government,Local Government,0,No,,Other,Other,Virginia,800023,36.7355,-76.6153,Suffolk,Suffolk,1.87,"Discharges to Lake Savage Mill Pond, then to Lake Meade (800013) and ultimately to Nansemond River","Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,30,30,30,30,25-50 feet,22187,,,Undetermined,228,228,99,21.2,0.05,3,Uncontrolled,0,Uncontrolled0,12/4/2022,6,Yes,7/29/2015,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,No,,,0.039787881,,,,,,,5/10/2022,Fair,Low,1,1,39.04,0,75,6.38,0,40,30.35,Moderate
Buffalo Creek Dam # 9,Hidden Acres Lake;New Hope Lake,VA147011,VA147011,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147011,37.1749,-78.5354,Prince Edward,Farmville,11.8,Carey Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Rock,41,,,41,25-50 feet,585,,,Undetermined,608,608,61,10,1.76,6073,Uncontrolled,150,Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,8/30/2016,https://damsafety.org/virginia,Normal Operations,6/18/2022,No,No,1578,14711,1.8222003,3476,357,466,445,58,Archive,2/28/2024 0:00,Fair,Significant,0,0,61.68,0,0,78.04,78.8,34,54.09,High
Buffalo Creek Dam # 7,Lake Gayle;Lake Jimmy Gayle,VA147009,VA147009,Piedmont Soil and Water Conservation District;Piedmont Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,Flood Risk Reduction,Flood Risk Reduction,Virginia,147009,37.162,-78.5739,Prince Edward,Keysville,9.7,Headwaters of Buffalo Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Rock;Soil,36,,,36,25-50 feet,703,,,Undetermined,623,623,64,11.9,1.97,,Uncontrolled,100,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,3,Yes,8/30/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,No,1576,14709,1.84491169,3476,357,466,445,58,Archive,2/28/2024 0:00,Fair,Significant,0,0,61.21,0,0,78.15,78.8,42,54.8,High
John H. Kerr Dam - Saddle Dike 1,,VA117001,VA117001S001,USACE - Wilmington District,Federal,Federal,0,Yes,,Flood Risk Reduction,Flood Risk Reduction;Recreation,US Army Corps of Engineers,VA117001S001,36.591,-78.331,Mecklenburg,BOYDTON,12.9,Roanoke River,"Virginia, Congressional District 05",No,No,,No,No,No,Yes,,,Earth,Earth,Earth,,42,,,42,25-50 feet,4025,0,1952,1950-1959,0,0,0,48900,7800,0,,0,,1/8/2026,5,Yes,7/31/2017,https://www.saw.usace.army.mil/Locations/District-Lakes-and-Dams/John-H-Kerr/,Normal Operations,11/20/2025,Yes,No,,,0.039787881,,,,,,,4/20/2023,Not Rated,High,0,0,74.68,0,0,6.38,0,37.75,24.04,Low
Island Creek Dam,,VA117002,VA117002,USACE - Wilmington District,Federal,Federal,0,No,COE,Flood Risk Reduction,Flood Risk Reduction;Other,US Army Corps of Engineers,VA117002,36.54956325,-78.46534361,Mecklenburg,CLARKSVILLE,4,ISLAND CREEK,"Virginia, Congressional District 05",No,No,,No,No,No,Yes,,,Earth,Earth,Earth,Rock,,92,92,92,51-100 feet,2100,0,1951,1950-1959,43500,43500,910,170,67,0,,0,,1/8/2026,5,Yes,9/8/2023,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/,Normal Operations,11/20/2025,Yes,No,1176,11702,67.7411499,2515,560,785,527,78,<Null>,8/20/2025,Not Rated,High,1,1,89.17,0,75,98.95,80.8,25.75,80.76,Critical
North Fork of Pound Dam,North Fork of Pound Lake,VA195001,VA195001,USACE - Huntington District,Federal,Federal,0,No,CELRH,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,VA195001,37.12511531,-82.63055425,Wise,POUND,1,NORTH FORK OF POUND RIVER,"Virginia, Congressional District 09",No,No,,No,No,No,Yes,,,Rockfill,Rockfill,Earth,Rock;Soil,,95,122,122,Greater than 100 feet,600,559500,1966,1960-1969,11293,11293,3184,154,17,43000,Uncontrolled,130,Slide (sluice gate)3;Valve2,1/8/2026,5,Yes,7/5/2020,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/,Normal Operations,11/20/2025,Yes,Yes,2622,19501,17.2129974,1793,429,333,507,43,<Null>,7/30/2021,Not Rated,High,0,0,88.81,0,0,96.66,75.78,37.75,65.3,High
John W. Flannagan Dam,John W. Flannagan Lake,VA051001,VA051001,USACE - Huntington District,Federal,Federal,0,No,CELRH,Flood Risk Reduction,Flood Risk Reduction;Other;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,VA051001,37.23316995,-82.34459146,Dickenson,ELKHORN CITY,6,POUND RIVER,"Virginia, Congressional District 09",No,No,,No,No,No,Yes,,,Rockfill,Rockfill,Earth,Rock,,236,250,250,Greater than 100 feet,916,2385900,1963,1960-1969,145700,145700,67100,1143,221,246700,Controlled,252,Slide (sluice gate)4;Tainter (radial)6;Valve3,1/8/2026,5,Yes,6/1/2024,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/,"Under Investigation, Planning, Permitting, or Design for Remediation",11/20/2025,Yes,No,2196,5101,220.92804,4067,1179,767,1275,109,<Null>,9/1/2021 0:00,Satisfactory,High,0,0,94.34,0,0,99.34,86.99,23,68.12,High
Philpott Dam,Philpott Lake,VA089001,VA089001,USACE - Wilmington District,Federal,Federal,0,No,COE,Flood Risk Reduction,Flood Risk Reduction;Other;Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply,US Army Corps of Engineers,VA089001,36.78151177,-80.02744918,Franklin,BASSETT,7,SMITH RIVER,"Virginia, Congressional District 09",No,No,,No,No,No,Yes,,,Gravity,Gravity,Concrete,Rock,,218,220,220,Greater than 100 feet,920,324000,1953,1950-1959,318300,318300,166190,2880,212,70000,Uncontrolled,120,Slide (sluice gate)0,1/8/2026,5,Yes,7/31/2017,https://www.saw.usace.army.mil/Locations/District-Lakes-and-Dams/Philpott/,Normal Operations,2/26/2013,Yes,No,,,0.039787881,,,,,,,8/17/2023,Not Rated,High,1,1,94.68,0,75,6.38,0,37.75,44.04,Moderate
